,14,,09/04/2011,,Harrogate District A / B Grade Meet               ,,,,,Harrogate                                     ,,,3,,01:06.20,,,
,15,,10/10/2010,,Yorkshire Winter Comp                             ,,,,,Sheffield                                       ,,,2,,01:07.39,,,
,16,,17/07/2010,,Rotherham Metro A&B SC Meet                     ,,,,,Sheffield                                       ,,,3,,01:08.37,,,
,17,,11/10/2009,,Yorkshire Winter Meet                             ,,,,,Sheffield                                       ,,,2,,01:11.25,,,
,18,,19/09/2009,,Rotherham Metro A/B L3 Mt                         ,,,,,Sheffield                                       ,,,3,,01:11.70,,,
,19,,18/07/2009,,Rotherham Metro A/B Meet                          ,,,,,Ponds Forge                                ,,,3,,01:13.44,,,
,20,,20/09/2008,,Rotherham Metro A/B Meet                          ,,,,,Ponds Forge                                ,,,3,,01:21.95,,,
,21,,21/07/2007,,Rotherham Graded Meet                             ,,,,,Sheffield                                       ,,,3,,01:22.10,,,
,22,,14/10/2007,,Yorkshire Winter Age Grp                          ,,,,,Sheffield                                       ,,,1,,01:23.49,,,
,23,,22/09/2007,,Rotherham Metro SC Meet                           ,,,,,Sheffield                                       ,,,3,,01:25.61,,,
,24,,23/09/2006,,Rotherham Graded Meet                             ,,,,,Sheffield                                       ,,,3,,01:39.99,,,
,Female 200 Freestyle,,,,,,,,,,,,,,,,,
,1,,15/07/2012,,Rotherham Metro ASC L3 Short Course Meet,,,,,Sheffield                                       ,,,3,,02:22.02,,,
